Name,Ingredients,Level,FoodType,ImageSrc
Spiced roast goose,"1 x 4 kg whole goose , (ask your butcher for the giblets, too) olive oil 1 clementine ½ a bunch of fresh rosemary , (15g) 2 onions 3 carrots 3 sticks of celery 1 handful of fresh bay leaves 1 lug of port 2 heaped tablespoons plain flour 1 litre organic chicken stock 1 pomegranate SPICE MIX 90 g star anise 90 g fennel seeds 75 g coriander seeds 30 g Sichuan pepper 15 g cloves 60 g cinnamon sticks 1 large pinch of saffron 90 g soft brown sugar 60 g sea salt 30 g whole black peppercorns",not-too-tricky,goose,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Whole roasted cauliflower,"4 cloves of garlic 1 teaspoon smoked paprika ½ a bunch of fresh thyme , (15g) olive oil 1 lemon 1 large cauliflower , with outer leaves (1kg) 4 tablespoons dry sherry 1 x 400 g tin of quality plum tomatoes 40 g flaked almonds ½ a bunch of fresh flat-leaf parsley , (15g) extra virgin olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free veggie pasties,"1 large leek 1 knob of unsalted butter 5 sprigs of fresh thyme 4 sprigs of fresh flat-leaf parsley 400 g leftover vegetables , such as potatoes, carrots, turnips, Brussels sprouts 1 tablespoon English mustard sea salt freshly ground black pepper 60 g mature Cheddar cheese 1 large free-range egg GLUTEN-FREE SHORTCRUST PASTRY 300 g gluten-free plain flour , plus extra for dusting (I used Doves Farm) 1 tsp salt 1 tsp xanthan gum 50 g unsalted butter 1 large free-range egg",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free spinach & ricotta roulade,"1 kg butternut squash olive oil 1 pinch of chilli flakes 2 cloves of garlic 60 g whole blanched almonds 1 teaspoon fennel seeds 6 large free-range eggs 80 g Parmesan cheese 60 g gluten-free plain flour , (I used Doves Farm) 1 whole nutmeg , for grating 300 g baby spinach 100 g crumbly goat's cheese 150 g ricotta cheese 1 lemon 1 fresh red chilli",not-too-tricky,cheese,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free curried veg pie,"2 onions olive oil 1½ tablespoons rogan josh paste 1 teaspoon cumin seeds ½ teaspoon dried chilli flakes 2 cloves of garlic 1 tablespoon tomato purée 400 g frozen spinach 200 ml organic vegetable stock 600 g leftover vegetables , such as parsnips, carrots, potatoes 100 g mature Cheddar cheese 1 large free-range egg Gluten-free shortcrust pastry 250 g gluten-free plain flour , plus extra for dusting (I used Doves Farm) 1 teaspoon xanthan gum 50 g unsalted butter 1 large free-range egg",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gorgeous gado-gado,"For the salad: 400 g new potatoes 4 large free-range eggs 400 g firm silken tofu sesame oil ½ Chinese cabbage 2 ripe tomatoes 1 handful of radishes ½ cucumber 2 handfuls beansprouts (ready to eat) ½ bunch of fresh coriander prawn crackers , optional 1 fresh bird's-eye chilli , optional For the sauce: 1 clove of garlic 50 g palm sugar 120 g crunchy peanut butter 1–2 fresh red chillies 2 limes , juice of 2 teaspoons fish sauce 1 tablespoon low-salt soy sauce 1 tablespoon tamarind paste",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken fajitas with guacamole,"400 g free-range chicken breast strips olive oil 1 tablespoon sweet smoked paprika 2 medium red onions 1 red pepper 1 yellow pepper ½ a bunch of fresh coriander , (15g) 8 corn tortilla wraps Guacamole: 1 large handful of mixed colour cherry tomatoes 1 fresh red chilli a few sprigs of coriander 2 ripe avocados 1-2 limes To Serve: chunky tomato salsa fat-free natural yoghurt",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Turkey tonnato,"4 fresh red chillies 4 anchovies 2 tablespoons small capers 1 tablespoon red wine vinegar 4 tablespoons extra virgin olive oil 2 tablespoons quality tinned tuna, in oil 2 heaped teaspoons Hellmann’s Real Mayonnaise cayenne pepper 1 lemon sea salt freshly ground black pepper 800 g free-range cooked turkey breast , ask your butcher to slice it very finely for you 60 g rocket",not-too-tricky,turkey,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Incredible nut roast,"40 g unsalted butter , plus extra for greasing 100 g quinoa 150 g onion squash 1 onion 2 cloves of garlic 2 sticks of celery olive oil 200 g tinned or vac-packed chestnuts 2 sprigs of fresh rosemary ½ teaspoon cayenne pepper 1 pinch of sweet smoked paprika 1 teaspoon dried oregano 2 large field mushrooms 1 lemon 60 g fresh breadcrumbs 80 g dried cranberries 100 g dried apricots 100 g mixed nuts , such as walnuts, cashews, hazelnuts and brazil nuts 4 large free-range eggs 40 g mature Cheddar cheese SALSA ROSSA PICANTE 2 fresh red chillies 1 stick of cinnamon 2 cloves of garlic 1 small onion ½ bunch of fresh thyme , (15g) 2 x 400 g tins of quality plum tomatoes 1 tablespoon balsamic vinegar",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sicilian-style tuna carpaccio,"2 tablespoons capers 4 tablespoons rosé wine 1 long fresh red chilli 1 x 200 g yellowfin tuna steak, sustainably sourced 1 lemon ½ a bunch of fresh basil ½ a bunch of fresh dill 1 small clove of garlic extra virgin olive oil rocket , to serve",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Asian seared tuna,"1 x 200 g thick yellowfin tuna steak, sustainably sourced 3 tablespoons sesame seeds olive oil sesame oil 2 cloves of garlic 2cm piece of fresh ginger 1 tablespoon low-salt soy sauce ½ lemon 3 sprigs of fresh coriander 1 spring onion 1 fresh red chilli",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Winter nights chilli,"20 g dried porcini mushrooms 2 tablespoons fennel seeds 2 tablespoons coriander seeds 2 tablespoons smoked paprika 1 butternut squash , (1.2kg) olive oil 1 kg higher-welfare pork belly , skin off, bone out 1 kg brisket 2 large onions 150 ml balsamic vinegar 2 x 400 g tins of cannellini beans , or chickpeas 2 x 400 g tins of quality plum tomatoes 4 mixed-colour peppers 2–3 fresh red chillies 1 bunch of fresh coriander , (30g) SALSA 1 red onion 2 eating apples 3 tablespoons cider vinegar 3 tablespoons extra virgin olive oil",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Shepherd's pie,"ROAST LAMB 1 small shoulder of lamb, bone in (2kg) olive oil FILLING 4 red onions 4 carrots 4 sticks of celery 1 medium swede a few sprigs of fresh rosemary 1 heaped tablespoon plain flour TOPPING, SIDES & BOTTOM 2.5 kg Maris Piper potatoes 2 good knobs of unsalted butter 100 g Cheddar cheese 2 sprigs of fresh rosemary 60 g fresh breadcrumbs",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken Kyiv,"4 rashers of smoked streaky bacon olive oil 4 x 150 g skinless chicken breasts , (I got mine from the butcher with the bone in, but either way is fine) 3 tablespoons plain flour 2 large free-range eggs 150 g fresh breadcrumbs sunflower oil 2 large handfuls of baby spinach , or rocket 2 lemons BUTTER 4 cloves of garlic ½ a bunch of fresh flat-leaf parsley (15g) 4 knobs of unsalted butter , (at room temperature) 1 pinch of cayenne pepper BROCCOLI MASH 800 g Maris Piper potatoes 1 head of broccoli 1 knob of unsalted butter",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Next-level steak & onion sandwich,"400 g flank skirt steak or bavette 2 large onions 20 g unsalted butter olive oil 70 g dark brown sugar 125 ml red wine vinegar 1 ciabatta loaf extra virgin olive oil English mustard , optional 1 handful of watercress",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Lobster mac 'n' cheese,"1 x 1.5 kg whole live lobster , (or 2 small ones) 2 onions 4 cloves of garlic 50 g unsalted butter 1 small pinch of saffron ½ teaspoon cayenne pepper 2 anchovy fillets 200 ml white Burgundy , such as Pouilly-Fuissé 50 g plain flour 1.1 litres semi-skimmed milk 2 teaspoons English mustard 400 g dried amori pasta , or macaroni 70 g mature Cheddar cheese 70 g Gruyère cheese 70 g Parmesan cheese",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Bolognese ravioli,"FILLING 400 g higher-welfare minced pork 400 g higher-welfare minced veal , or beef olive oil 2 cloves of garlic 2 onions 2 carrots 2 sticks of celery 200 ml Chianti Classico 2 x 400 g tins of quality plum tomatoes 100 g Parmesan cheese , plus extra to serve PASTA 1 x Royal pasta dough fine semolina SAUCE 4 cloves of garlic 1-2 fresh red chillies 3 x 400 g tins of quality plum tomatoes a few sprigs of fresh basil",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Insanity burger,"800 g higher-welfare minced chuck steak olive oil 1 large red onion 1 splash of white wine vinegar 2 large gherkins 4 sesame-topped brioche burger buns 4-8 rashers of higher-welfare smoked streaky bacon 4 teaspoons American mustard Tabasco Chipotle sauce 4 thin slices of Red Leicester cheese 4 teaspoons tomato ketchup BURGER SAUCE ¼ of an iceberg lettuce 2 heaped tablespoons free-range mayo 1 heaped tablespoon tomato ketchup 1 teaspoon Tabasco Chipotle sauce 1 teaspoon Worcestershire sauce 1 teaspoon brandy , or bourbon (optional)",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Puy lentil, parsnip & walnut salad","6 parnsips 1 litre vegetable stock 250 g puy lentils 1 bay leaf 50 g walnuts 2 tbsp olive oil For the dressing: 3 tbsp walnut oil 1 tbsp red wine vinegar 2 tsp runny honey 1/2 tsp Dijon mustard 1 shallot 1/2 clove of garlic a large bunch of watercress , or rocket leaves a few shavings of vegetarian hard cheese , to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan beetroot Carpaccio,"8 medium beetroots , a mixture of colours looks wonderful 2 lemons ½ a bunch of fresh dill , (15g) 1 red onion 2 teaspoons caster sugar 2 tablespoons olive oil 1 tablespoon capers , drained and rinsed",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Vegan mushroom, chestnut & cranberry tart","230 g gluten-free plain flour ½ teaspoon xanthan gum 60 g dairy-free margarine 60 g vegetable shortening Filling: 1 large onion 2 cloves of garlic 5-6 carrots , (450g) 250 g chestnut mushrooms 360 g peeled chestnuts olive oil 1 teaspoon dried thyme 225 g soya cream cheese 250 g wild mushrooms ½ a bunch of fresh flat-leaf parsley , (15g) 2 tablespoons garlic oil 2 tablespoons dried cranberries Redcurrant gravy: 1 tablespoon walnut oil , or garlic oil 1 tablespoon redcurrant jelly 300 ml hot vegetable stock 1 heaped tablespoon cornflour , mixed with 2 tbsp water Roast potatoes: 2.5 kg floury potatoes groundnut oil , or olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Gluten-free parsnip, pork & apple stuffing",olive oil 2 onions a few sprigs of fresh sage 4 parsnips 2 eating apples 1 splash of cider 8 gluten-free sausages 200 g gluten-free bread 1 large free-range egg 1 lemon,not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegetarian nut roast,"50 g shelled pistachios 50 g linseed 50 g sunflower seeds 100 g chestnut purée 50 g gluten-free vegetarian suet 1 tablespoon maple syrup gluten-free flour , for dusting BLUE CHEESE TOPPING 400 g sweet potato rapeseed oil 20 g unsalted butter 250 g chestnut mushrooms 100 g crème fraîche 1 good pinch of ground nutmeg 75 g Dorset Blue Vinny , or vegetarian blue cheese 1 teaspoon linseed 1 teaspoon shelled pistachios 1 teaspoon sunflower seeds",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan nut roast,"50 g pine nuts , plus extra for decorating 50 g linseed 50 g sunflower seeds 100 g unsweetened chestnut purée 50 g gluten-free vegetarian suet 1 tablespoon maple syrup gluten-free flour , for dusting Spinach topping: 300 g chestnut mushrooms rapeseed oil 260 g baby leaf spinach , or frozen chopped spinach 1 teaspoon cracked black pepper 1 ripe avocado 100 g silken tofu 1 pinch of ground nutmeg 1 squeeze of lemon juice ¼ of a sweet potato olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Bumble-O,"1 red pepper 1 red onion rapeseed oil 100 g polenta 80 g sorghum flour , (see tip) 40 g buckwheat flour 2½ tsp gluten-free baking powder ½ tsp black onion seeds 45 g capers 2 large free-range eggs 150 ml whole milk 150 g corn oil Topping: 160 g onion marmalade , or sweet onion chutney 230 g mature cheddar cheese 75 g blue cheese 1 tsp dried basil",not-too-tricky,cheese,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free pizza,"250 ml semi-skimmed milk 1 x 7 g sachet of dried yeast 2½ teaspoons caster sugar 400 g gluten-free bread flour , plus extra for dusting 1 teaspoon xanthan gum 1 teaspoon fine sea salt 1 large free-range egg olive oil ½ teaspoon bicarbonate of soda 2 teaspoons cider vinegar TOPPING ½ a bunch of fresh basil , (15g) 1 clove of garlic 1 x 400 g tin of plum tomatoes 2 x 125 g balls of buffalo mozzarella",not-too-tricky,bread,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan dim sum buns,"2 cloves of garlic 1 thumb-sized piece of fresh ginger ½ a bunch of fresh coriander , (15g) groundnut oil 450 g mixed mushrooms , such as shiitake and chestnut 2 tablespoons rice wine vinegar 2 tablespoons sweet chilli sauce 2 tablespoons low-salt soy sauce 4 spring onions 1 fresh red chilli sesame oil 1 x 400 g tin of light coconut milk 500 g self-raising flour , or 2 filled coconut milk tins of flour, plus extra for dusting 2 tablespoons sesame seeds hoisin sauce , to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan shepherd's pie,"600 g Maris Piper potatoes 600 g sweet potatoes 40 g dairy-free margarine , (or use butter or margarine if you’re not vegan) 1 onion 2 carrots 3 cloves of garlic 2 sticks of celery 1 tablespoon coriander seeds olive oil ½ a bunch of fresh thyme , (10g) 350 g chestnut mushrooms 12 sun-dried tomatoes 2 tablespoons balsamic vinegar vegan red wine , (or regular red wine if you’re not vegan), optional 100 ml vegetable stock 1 x 400 g tin of lentils 1 x 400 g tin of chickpeas 5 sprigs of fresh flat-leaf parsley 2 sprigs of fresh rosemary 1 lemon 30 g fresh breadcrumbs",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Vegan mac ‘n’ cheese,"350 g dried macaroni sea salt freshly ground black pepper 1 onion 1 litre unsweetened organic soya milk 100 g dairy-free margarine 85 g plain flour 1 heaped teaspoon English mustard 1½ tablespoons nutritional yeast flakes 50 g vegan cheese , optional (available from specialist stores) 5 cloves of garlic ½ a bunch of fresh thyme olive oil 40 g fresh breadcrumbs",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
The best vegan burger,"1 x 400 g tin of chickpeas 1 x 340 g tin of sweetcorn ½ a bunch of fresh coriander , (15g) ½ teaspoon paprika ½ teaspoon ground coriander ½ teaspoon ground cumin 1 lemon 3 heaped tablespoons plain flour , plus extra for dusting rapeseed oil 1 small round lettuce 2 large ripe tomatoes tomato ketchup 4 wholemeal burger buns",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
My special vegan kofte,"1 teaspoon coriander seeds 1 teaspoon cumin seeds 5 cm piece of ginger 2 cloves of garlic olive oil 2 courgettes 1 big bunch of fresh coriander , (60g) 1 x 400 g tin of chickpeas 40 g fine breadcrumbs MINTY YOGHURT DIP ½ a cucumber 3 sprigs of fresh mint 4 tablespoons organic soya yoghurt 1 lemon NUTTY SAUCE 1 small onion 1 clove of garlic 100 g cashew nuts 140 ml light coconut milk 2 tablespoons smooth peanut butter",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Malaysian beef curry,20 small red shallots 6 cloves of garlic 8 long fresh red chillies 15 g fresh turmeric 40 g fresh ginger 15 g galangal 1 tbsp ground turmeric 30 g tamarind paste 2 lemongrass stalks 4 lime leaves vegetable oil 1 kg beef topside 500 ml coconut milk 1 small fresh red chilli,not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Basil gnudi,"2 large bunches of basil , (60g) 250 g fresh ricotta 125 g Parmesan cheese 2 large free-range eggs 1 free-range egg yolk 75 g plain flour , plus a little extra semolina flour , for dusting 15 g butter 1 unwaxed lemon 30 g grated pecorino cheese , to serve",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast carrot & fennel soup,1 kg carrots 1 onion 2 bulbs of fennel olive oil 2 cloves of garlic 1.6 litres organic vegetable stock 100 ml single cream FLATBREADS 1 teaspoon fennel seeds 250 g strong bread flour ½ teaspoon fast-action dried yeast 1 teaspoon sugar,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Wholewheat ravioli with courgette flowers & ricotta,"200 g Tipo 00 flour , plus extra for dusting 100 g wholewheat flour 3 large free-range eggs filling 20 courgette flowers 250 g good-quality ricotta a few sprigs of fresh mint 1 small fresh red chilli sauce 600 g ripe tomatoes ½ a bunch of fresh basil , (15g) extra virgin olive oil young pecorino cheese , to serve",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Hit ‘n’ run traybaked chicken,"4 large ripe tomatoes 2 red onions 1 red pepper 1 yellow pepper 6 free-range chicken thighs , skin off, bone out 4 cloves of garlic ½ a bunch of fresh thyme 1 teaspoon smoked paprika olive oil 2 tablespoons balsamic vinegar",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Winter squash penne,"PASTA 1 organic vegetable stock cube 1 butternut squash , (neck end only) 1 onion 1 teaspoon fennel seeds 1 small dried red chilli ½ a bunch of fresh sage , (15g) 1 X 400 g tin of chickpeas 320 g dried penne 20 g parmesan cheese , plus extra to serve ½ bunch of fresh flat-leaf parsley , (15g) Salad 3 ripe tomatoes ½ cucumber 4 spring onions 2 little cos lettuces ½ bunch of fresh mint , (15g) 1 ripe avocado 2 tablespoons extra virgin olive oil 2 tablespoons balsamic vinegar 20 g feta cheese",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Candied beet salad,"750 g golden or candy cane beetroot , or a mix of both 50 g mixed seeds Extra virgin olive oil 1/2 tsp sweet smoked paprika 2 knobs of unsalted butter Zest and juice of 1 orange 1/4 tsp ground cinnamon 150 g golden caster sugar 2 handfuls of salad leaves Buttermilk dressing 75 ml buttermilk Juice of 1 lemon 1/2 bunch of mixed soft herbs , such as chervil, tarragon and mint, leaves picked and chopped",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Ginger & honey chicken wings,24 chicken wings Ginger and honey marinade 5 spring onions 1 fresh red chilli 5 tablespoons runny honey 2 tablespoons soy sauce 2 cm piece of ginger 5 sprigs of fresh thyme,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Rigatoni with roasted tomatoes & ricotta salata,1.5 kg vine tomatoes 4 cloves of garlic 3 fresh bay leaves 5 fresh thyme sprigs 1 splash of red wine vinegar 400 g dried rigatoni extra virgin olive oil 80 g ricotta salata cheese optional: ½ a bunch of fresh basil (15g),not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Potato & cauliflower curry,"3 tablespoons vegetable oil 2 onions , sliced 4 cloves of garlic , chopped 6cm piece of ginger , peeled and chipped 1 teaspoon mustard seeds 1 teaspoon cumin seeds 3 tomatoes , grated 6 curry leaves 1 teaspoon ground coriander 1 teaspoon ground cumin 1 teaspoon ground tumeric ½ teaspoon cayenne pepper 1 kg maris piper potatoes , or any other floury potatoes thickly diced 1-2 green chillies , deseeded and sliced 1 large cauliflower , cut into florets just larger than the potato Greek-style yogurt , to serve PARATHAS 300 g chapati flour , plus extra for dusting 2 tablespoons butter , melted",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Apple & celeriac soup,"4 tbsp olive oil 2 onions 1 celery stalk 1 celeriac 4 Cox's Orange Pippin apples a few sprigs of thyme 2 litres vegetable or chicken stock 200 ml crème fraîche a few sage leaves toasted hazelnuts or grated fresh horseradish , to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Achiote recado pork,"6 higher-welfare pork chops Achiote recado 2 tablespoons annatto seeds 1 onion 4 cloves of garlic , unpeeled 1 tablespoon ground allspice 1 tablespoon coriander seeds 1 tablespoon ground cinnamon 1 tablespoon cumin seeds 1 tablespoon dried oregano 1 teaspoon saffron threads 2 tablespoons ancho chilli powder , or other Mexican chilli powder 2 limes 200 ml orange juice 50 ml cider vinegar Chilli-fried onion rings 6 tablespoons flour 6 tablespoons chilli powder , or paprika vegetable oil , for deep frying 2 large onions",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spinach & ricotta cannelloni,"400 g spinach extra-virgin olive oil ¼ teaspoon ground nutmeg 1 onion 2 cloves of garlic 2 x 400 g tins of quality plum tomatoes 1 bay leaf ½ a bunch of fresh basil , (15g) ½ a lemon 1 large free-range egg Parmesan cheese 250 g ricotta 150 g cannelloni , about 14 tubes 2 x 125 g mozzarella balls",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pomegranate & chicken stew,"olive oil 1 higher-welfare whole chicken , jointed 1 tsp paprika 2 onions 4 cloves of garlic 1 red chilli a few sprigs of fresh coriander 300 ml tomato passata 4 tbsp pomegranate molasses 200 ml pomegranate juice pomegranate seeds",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Rabbit pie,"3 shallots 1 tablespoon duck or goose fat 250 g higher-welfare pork belly 6-8 semi-dried prunes 1 clove of garlic a few sprigs of fresh thyme 450 g higher-welfare pork mince 1 tablespoon Armagnac 1 tablespoon pistachio nuts 4 rabbit thighs , deboned Hot-water crust pastry 450 g flour 170 g lard 1 large free-range egg Jelly 1 sachet of gelatine 800 ml chicken stock 20 g butter , softened, plus extra for greasing",not-too-tricky,game,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kerryann's cheesy potato pie,"2 x 400 g tins of baked beans sea salt freshly ground black pepper 1.5 kg Maris Piper potatoes , or King Edward potatoes, peeled 1 large knob of unsalted butter 100 ml semi-skimmed milk 1 whole nutmeg , for grating 150 g Cheddar cheese If you want to pimp your beans, you will need 1 large onion , peeled 2 cloves of garlic , peeled 2 red peppers , deseeded 1-2 fresh red chillies olive oil 2 sprigs of fresh thyme , leaves picked 3 large ripe tomatoes",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
DJ BBQ's world's best meatloaf,"1 medium carrot , peeled 400 g beef mince 400 g higher-welfare pork mince 1 clove of garlic , peeled and crushed 1 teaspoon Old Bay seasoning , or 2 fresh bay leaves, crushed 2 teaspoon Worcestershire sauce 100 g stale breadcrumbs 1 teaspoon sea salt 1 teaspoon freshly ground black pepper 2 large free-range eggs 150 g Cheddar cheese , optional For the sauce 100 ml BBQ sauce 50 ml tomato ketchup Tabasco sauce chili sauce 1 large onion 1 green pepper , deseeded",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Kerryann’s chilli con veggie,"2 medium onions 4 cloves of garlic 1 medium leek 1 long fresh red chilli 2 tablespoons olive oil 2 tablespoons ground cumin 2 tablespoons ground coriander 2 tablespoons smoked paprika ½ a cinnamon stick , or 1 teaspoon ground cinnamon 2 tablespoons dried oregano 1 whole nutmeg , for grating 2 tablespoons tomato purée 250 g dried green lentils 250 g dried red lentils 2 x 400 g tins of red kidney beans 2 x 400 g tins of black beans 2 x 400 g tins of chopped tomatoes 1.2 litres vegetable stock",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
DJ BBQ's rad rum ribs,"sea salt freshly ground black pepper 1.5 kg higher-welfare baby back ribs , membrane removed For the paste 5 tablespoons maple syrup 2 teaspoons chipotle chilli paste 1 tablespoon ground ginger 1 tablespoon Worcestershire sauce 1½ teaspoons sweet paprika 1½ teaspoons ground cumin 1 teaspoon Chinese five-spice ½ teaspoon ground nutmeg For the rad rum BBQ sauce 4cm piece of ginger , peeled 3–4 cloves of garlic , peeled 125 ml tomato ketchup 60 ml dark rum 1 tablespoon Worcestershire sauce 3 tablespoons cider vinegar 1 teaspoon Dijon mustard ½ teaspoon dried chilli flakes 50 g soft dark brown sugar",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
DJ BBQ's scallops,"12 scallops , trimmed, with the shells 100 ml dry white wine ½ a bunch of fresh flat-leaf parsley , leaves picked For the chilli garlic butter 2 tablespoons olive oil 100 g salted butter 3 cloves of garlic , peeled 1 fresh red chilli 1 teaspoon freshly ground black pepper",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast pork leg,1 x 3kg higher-welfare leg of pork 2 tablespoons coriander seeds 1 tablespoon white peppercorns 6 fresh bay leaves extra virgin olive oil 6 onions ½ a bunch of fresh sage ½ a bunch of fresh rosemary 30 g plain flour 1 big bunch of fresh flat-leaf parsley 1-2 tablespoons mustard,not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
French-style chicken,1.8 kg higher-welfare chicken MARINADE 1 onion ½ a bulb of garlic ½ a bunch of fresh rosemary 4 fresh bay leaves 4 tablespoons white wine vinegar FLORENTINE POTATOES 1.2 kg red-skinned potatoes 4 cloves of garlic 6 tablespoons olive oil a few sprigs of fresh oregano FRENCH DRESSING ½ teaspoon Dijon mustard 6 tablespoons extra virgin olive oil 2 tablespoons white wine vinegar 2 frisée SALAD 4 large handfuls of lamb's lettuce ½ a bunch of fresh chives (15g),not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
